Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Precip (mm),Snow on Grnd (cm)
-79.4,43.67,TORONTO CITY,6158355,2023-01-01,2023,1,1,5,2.7,3.9,1.5,
-79.4,43.67,TORONTO CITY,6158355,2023-01-02,2023,1,2,5.6,3.5,4.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-01-03,2023,1,3,4.4,2.8,3.6,3.3,
-79.4,43.67,TORONTO CITY,6158355,2023-01-04,2023,1,4,4.4,2.5,3.5,21.1,0
-79.4,43.67,TORONTO CITY,6158355,2023-01-05,2023,1,5,4.8,3.2,4,0.2,
-79.4,43.67,TORONTO CITY,6158355,2023-01-06,2023,1,6,5.1,2.9,4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-01-07,2023,1,7,3.2,-4.1,-0.5,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-01-08,2023,1,8,-1.5,-4.8,-3.1,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-01-09,2023,1,9,2.2,-1.7,0.3,0.1,0
-79.4,43.67,TORONTO CITY,6158355,2023-01-10,2023,1,10,1.7,-1.8,-0.1,0,
-79.4,43.67,TORONTO CITY,6158355,2023-01-11,2023,1,11,1.9,-4.8,-1.5,0.1,
-79.4,43.67,TORONTO CITY,6158355,2023-01-12,2023,1,12,4.9,-0.1,2.4,6,
-79.4,43.67,TORONTO CITY,6158355,2023-01-13,2023,1,13,-0.1,-8.8,-4.5,2.5,4
-79.4,43.67,TORONTO CITY,6158355,2023-01-14,2023,1,14,-3.2,-9.4,-6.3,0,2
-79.4,43.67,TORONTO CITY,6158355,2023-01-15,2023,1,15,-1,-8.4,-4.7,0,2
-79.4,43.67,TORONTO CITY,6158355,2023-01-16,2023,1,16,1.8,-5.1,-1.7,0.1,2
-79.4,43.67,TORONTO CITY,6158355,2023-01-17,2023,1,17,5.3,1.7,3.5,4,0
-79.4,43.67,TORONTO CITY,6158355,2023-01-18,2023,1,18,6.2,2.8,4.5,1.3,
-79.4,43.67,TORONTO CITY,6158355,2023-01-19,2023,1,19,3.8,1.6,2.7,4.8,
-79.4,43.67,TORONTO CITY,6158355,2023-01-20,2023,1,20,3.8,-0.8,1.5,1.7,0
-79.4,43.67,TORONTO CITY,6158355,2023-01-21,2023,1,21,1.1,-1,0.1,0,
-79.4,43.67,TORONTO CITY,6158355,2023-01-22,2023,1,22,2.1,-1.6,0.2,2.8,
-79.4,43.67,TORONTO CITY,6158355,2023-01-23,2023,1,23,2.7,-2,0.4,0,3
-79.4,43.67,TORONTO CITY,6158355,2023-01-24,2023,1,24,3.2,-0.7,1.2,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-01-25,2023,1,25,2.6,-0.4,1.1,19.2,
-79.4,43.67,TORONTO CITY,6158355,2023-01-26,2023,1,26,2.5,-3.5,-0.5,1.9,8
-79.4,43.67,TORONTO CITY,6158355,2023-01-27,2023,1,27,1.2,-1.4,-0.1,0.1,8
-79.4,43.67,TORONTO CITY,6158355,2023-01-28,2023,1,28,2.7,-1.3,0.7,0.2,8
-79.4,43.67,TORONTO CITY,6158355,2023-01-29,2023,1,29,1.3,-5.6,-2.2,4.9,8
-79.4,43.67,TORONTO CITY,6158355,2023-01-30,2023,1,30,-1.1,-7.1,-4.1,0,9
-79.4,43.67,TORONTO CITY,6158355,2023-01-31,2023,1,31,-3.8,-9.7,-6.8,0,8
-79.4,43.67,TORONTO CITY,6158355,2023-02-01,2023,2,1,-3.7,-10.6,-7.1,0,8
-79.4,43.67,TORONTO CITY,6158355,2023-02-02,2023,2,2,2.9,-9.3,-3.2,0,7
-79.4,43.67,TORONTO CITY,6158355,2023-02-03,2023,2,3,-9.3,-20.5,-14.9,0,7
-79.4,43.67,TORONTO CITY,6158355,2023-02-04,2023,2,4,-0.2,-20,-10.1,0.4,8
-79.4,43.67,TORONTO CITY,6158355,2023-02-05,2023,2,5,5.5,-0.3,2.6,0,9
-79.4,43.67,TORONTO CITY,6158355,2023-02-06,2023,2,6,3.3,-2.4,0.5,0,6
-79.4,43.67,TORONTO CITY,6158355,2023-02-07,2023,2,7,8.9,-0.1,4.4,0,5
-79.4,43.67,TORONTO CITY,6158355,2023-02-08,2023,2,8,7.7,2.3,5,0,1
-79.4,43.67,TORONTO CITY,6158355,2023-02-09,2023,2,9,7,2,4.5,28.1,
-79.4,43.67,TORONTO CITY,6158355,2023-02-10,2023,2,10,6.1,-2.3,1.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-02-11,2023,2,11,2.1,-3.8,-0.8,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-02-12,2023,2,12,7.1,0.1,3.6,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-02-13,2023,2,13,9.8,-0.6,4.6,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-02-14,2023,2,14,8.5,-0.4,4,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-02-15,2023,2,15,15.3,6.2,10.7,0.2,
-79.4,43.67,TORONTO CITY,6158355,2023-02-16,2023,2,16,6.6,-0.2,3.2,4.7,0
-79.4,43.67,TORONTO CITY,6158355,2023-02-17,2023,2,17,1,-7.9,-3.5,5.7,
-79.4,43.67,TORONTO CITY,6158355,2023-02-18,2023,2,18,2.8,-6.9,-2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-02-19,2023,2,19,8.8,2,5.4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-02-20,2023,2,20,6.6,-0.9,2.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-02-21,2023,2,21,7.1,-1,3.1,0.2,
-79.4,43.67,TORONTO CITY,6158355,2023-02-22,2023,2,22,-0.3,-6.7,-3.5,17.7,
-79.4,43.67,TORONTO CITY,6158355,2023-02-23,2023,2,23,-1,-7.1,-4.1,1,12
-79.4,43.67,TORONTO CITY,6158355,2023-02-24,2023,2,24,-2.2,-9.5,-5.9,0,11
-79.4,43.67,TORONTO CITY,6158355,2023-02-25,2023,2,25,-0.9,-8.2,-4.5,0.9,11
-79.4,43.67,TORONTO CITY,6158355,2023-02-26,2023,2,26,4.2,-3.1,0.6,0,11
-79.4,43.67,TORONTO CITY,6158355,2023-02-27,2023,2,27,0.8,-5.4,-2.3,7.2,7
-79.4,43.67,TORONTO CITY,6158355,2023-02-28,2023,2,28,2.6,-0.1,1.3,2.8,10
-79.4,43.67,TORONTO CITY,6158355,2023-03-01,2023,3,1,3.2,-0.1,1.6,0,8
-79.4,43.67,TORONTO CITY,6158355,2023-03-02,2023,3,2,4.9,-0.5,2.2,0,8
-79.4,43.67,TORONTO CITY,6158355,2023-03-03,2023,3,3,1.1,-1.6,-0.3,21.7,6
-79.4,43.67,TORONTO CITY,6158355,2023-03-04,2023,3,4,5.8,-0.9,2.5,11.1,21
-79.4,43.67,TORONTO CITY,6158355,2023-03-05,2023,3,5,6.8,-0.1,3.3,0.4,15
-79.4,43.67,TORONTO CITY,6158355,2023-03-06,2023,3,6,3.4,-0.8,1.3,0,12
-79.4,43.67,TORONTO CITY,6158355,2023-03-07,2023,3,7,1.9,-1.9,0,0,11
-79.4,43.67,TORONTO CITY,6158355,2023-03-08,2023,3,8,3,-2.3,0.3,0,10
-79.4,43.67,TORONTO CITY,6158355,2023-03-09,2023,3,9,4.6,-2.5,1.1,0,9
-79.4,43.67,TORONTO CITY,6158355,2023-03-10,2023,3,10,0.7,-2.3,-0.8,9,8
-79.4,43.67,TORONTO CITY,6158355,2023-03-11,2023,3,11,0.6,-3.5,-1.5,0.3,17
-79.4,43.67,TORONTO CITY,6158355,2023-03-12,2023,3,12,0.7,-3.4,-1.3,2.5,14
-79.4,43.67,TORONTO CITY,6158355,2023-03-13,2023,3,13,2,-2.3,-0.1,0.5,18
-79.4,43.67,TORONTO CITY,6158355,2023-03-14,2023,3,14,-1.3,-4.5,-2.9,0,14
-79.4,43.67,TORONTO CITY,6158355,2023-03-15,2023,3,15,6,-4.6,0.7,0,13
-79.4,43.67,TORONTO CITY,6158355,2023-03-16,2023,3,16,10,1.2,5.6,1.8,9
-79.4,43.67,TORONTO CITY,6158355,2023-03-17,2023,3,17,7.6,1.2,4.4,6.5,5
-79.4,43.67,TORONTO CITY,6158355,2023-03-18,2023,3,18,2.2,-5.9,-1.9,0.4,1
-79.4,43.67,TORONTO CITY,6158355,2023-03-19,2023,3,19,1.2,-6.7,-2.8,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-03-20,2023,3,20,7.2,-1.5,2.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-03-21,2023,3,21,9.8,4.2,7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-03-22,2023,3,22,7.9,1.8,4.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-03-23,2023,3,23,8.9,0.3,4.6,9.5,
-79.4,43.67,TORONTO CITY,6158355,2023-03-24,2023,3,24,5.9,0.1,3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-03-25,2023,3,25,9.6,1.8,5.7,23.8,
-79.4,43.67,TORONTO CITY,6158355,2023-03-26,2023,3,26,10.8,2.8,6.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-03-27,2023,3,27,6.4,2.8,4.6,1,
-79.4,43.67,TORONTO CITY,6158355,2023-03-28,2023,3,28,7.2,2.1,4.7,0,0
-79.4,43.67,TORONTO CITY,6158355,2023-03-29,2023,3,29,9.6,-3.5,3,2.1,0
-79.4,43.67,TORONTO CITY,6158355,2023-03-30,2023,3,30,3.4,-4.2,-0.4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-03-31,2023,3,31,4.8,1.2,3,10,
-79.4,43.67,TORONTO CITY,6158355,2023-04-01,2023,4,1,16.1,-1.3,7.4,16.9,
-79.4,43.67,TORONTO CITY,6158355,2023-04-02,2023,4,2,2.9,-3.7,-0.4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-03,2023,4,3,14.1,2.3,8.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-04,2023,4,4,10.3,5.6,7.9,1.5,
-79.4,43.67,TORONTO CITY,6158355,2023-04-05,2023,4,5,12.1,3.1,7.6,26,
-79.4,43.67,TORONTO CITY,6158355,2023-04-06,2023,4,6,12.9,5.8,9.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-07,2023,4,7,7.7,-0.6,3.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-08,2023,4,8,6.1,-1.6,2.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-09,2023,4,9,10.1,1.6,5.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-10,2023,4,10,17.8,3.9,10.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-11,2023,4,11,24.4,8.2,16.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-12,2023,4,12,27.4,13,20.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-13,2023,4,13,26.8,14.7,20.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-14,2023,4,14,27,14,20.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-15,2023,4,15,23.9,14.6,19.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-16,2023,4,16,23,9.2,16.1,6,
-79.4,43.67,TORONTO CITY,6158355,2023-04-17,2023,4,17,10.1,3.7,6.9,0.6,
-79.4,43.67,TORONTO CITY,6158355,2023-04-18,2023,4,18,6.3,2.3,4.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-19,2023,4,19,9.1,1.5,5.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-20,2023,4,20,10.2,3.9,7.1,0.7,
-79.4,43.67,TORONTO CITY,6158355,2023-04-21,2023,4,21,20.9,7.2,14.1,2.2,
-79.4,43.67,TORONTO CITY,6158355,2023-04-22,2023,4,22,11.8,7.5,9.7,16.9,
-79.4,43.67,TORONTO CITY,6158355,2023-04-23,2023,4,23,8.9,5.7,7.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-24,2023,4,24,8.2,4.1,6.1,2.2,
-79.4,43.67,TORONTO CITY,6158355,2023-04-25,2023,4,25,11,3.8,7.4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-26,2023,4,26,9.1,2.4,5.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-27,2023,4,27,12.4,3.7,8.1,0,
-79.4,43.67,TORONTO CITY,6158355,2023-04-28,2023,4,28,11.8,7.3,9.6,13.5,
-79.4,43.67,TORONTO CITY,6158355,2023-04-29,2023,4,29,10.3,6.1,8.2,6.8,
-79.4,43.67,TORONTO CITY,6158355,2023-04-30,2023,4,30,11,7.4,9.2,12.2,
-79.4,43.67,TORONTO CITY,6158355,2023-05-01,2023,5,1,10.7,6,8.4,1.3,
-79.4,43.67,TORONTO CITY,6158355,2023-05-02,2023,5,2,8.2,3.2,5.7,5.8,
-79.4,43.67,TORONTO CITY,6158355,2023-05-03,2023,5,3,10,3.3,6.7,5.1,
-79.4,43.67,TORONTO CITY,6158355,2023-05-04,2023,5,4,13.2,7.2,10.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-05,2023,5,5,14.5,8.5,11.5,0.1,
-79.4,43.67,TORONTO CITY,6158355,2023-05-06,2023,5,6,18.6,7.2,12.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-07,2023,5,7,16.7,10.5,13.6,11.1,
-79.4,43.67,TORONTO CITY,6158355,2023-05-08,2023,5,8,20.2,8.6,14.4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-09,2023,5,9,15.6,9.6,12.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-10,2023,5,10,19.9,7.2,13.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-11,2023,5,11,26.7,11.5,19.1,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-12,2023,5,12,27.5,15,21.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-13,2023,5,13,23.1,13.6,18.4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-14,2023,5,14,15.9,10.5,13.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-15,2023,5,15,23.9,9.2,16.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-16,2023,5,16,25,6.6,15.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-17,2023,5,17,10.2,2.8,6.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-18,2023,5,18,13.9,4,9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-19,2023,5,19,21.5,8.4,14.9,9,
-79.4,43.67,TORONTO CITY,6158355,2023-05-20,2023,5,20,17.4,11.9,14.6,15.5,
-79.4,43.67,TORONTO CITY,6158355,2023-05-21,2023,5,21,24.3,10.7,17.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-22,2023,5,22,16.3,11.4,13.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-23,2023,5,23,19.5,10,14.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-24,2023,5,24,17,6.8,11.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-25,2023,5,25,15.4,5.2,10.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-26,2023,5,26,19.9,7.4,13.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-27,2023,5,27,23.2,12.4,17.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-28,2023,5,28,25.9,12.7,19.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-29,2023,5,29,24.2,17.3,20.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-30,2023,5,30,26.7,15.1,20.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-05-31,2023,5,31,30.2,16.9,23.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-01,2023,6,1,30.4,19,24.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-02,2023,6,2,32.8,19.6,26.2,9.4,
-79.4,43.67,TORONTO CITY,6158355,2023-06-03,2023,6,3,23.4,15.8,19.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-04,2023,6,4,20.3,13.1,16.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-05,2023,6,5,22.4,14.2,18.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-06,2023,6,6,23.7,15,19.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-07,2023,6,7,21.8,12.7,17.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-08,2023,6,8,18.5,13.3,15.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-09,2023,6,9,21.1,12.1,16.6,2.4,
-79.4,43.67,TORONTO CITY,6158355,2023-06-10,2023,6,10,25.9,14.1,20,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-11,2023,6,11,22.6,15.6,19.1,7,
-79.4,43.67,TORONTO CITY,6158355,2023-06-12,2023,6,12,18.8,12.7,15.8,50.1,
-79.4,43.67,TORONTO CITY,6158355,2023-06-13,2023,6,13,19.8,11.7,15.7,3.3,
-79.4,43.67,TORONTO CITY,6158355,2023-06-14,2023,6,14,19.3,12.5,15.9,1.3,
-79.4,43.67,TORONTO CITY,6158355,2023-06-15,2023,6,15,20.1,11.8,16,2.7,
-79.4,43.67,TORONTO CITY,6158355,2023-06-16,2023,6,16,22.9,14.6,18.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-17,2023,6,17,25.4,13.8,19.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-18,2023,6,18,24.8,14.8,19.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-19,2023,6,19,24.4,16.1,20.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-20,2023,6,20,24.3,18.7,21.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-21,2023,6,21,26.2,18.9,22.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-22,2023,6,22,24.3,18.3,21.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-23,2023,6,23,23.3,19.3,21.3,4.6,
-79.4,43.67,TORONTO CITY,6158355,2023-06-24,2023,6,24,28,20,24,0.1,
-79.4,43.67,TORONTO CITY,6158355,2023-06-25,2023,6,25,28.2,19.7,23.9,8.8,
-79.4,43.67,TORONTO CITY,6158355,2023-06-26,2023,6,26,24,19.5,21.7,7.5,
-79.4,43.67,TORONTO CITY,6158355,2023-06-27,2023,6,27,23,16.3,19.6,5.8,
-79.4,43.67,TORONTO CITY,6158355,2023-06-28,2023,6,28,23.6,15.4,19.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-29,2023,6,29,26,13.7,19.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-06-30,2023,6,30,25,18.7,21.8,0.2,
-79.4,43.67,TORONTO CITY,6158355,2023-07-01,2023,7,1,28.7,19.4,24,0.4,
-79.4,43.67,TORONTO CITY,6158355,2023-07-02,2023,7,2,23.8,20.5,22.2,0.9,
-79.4,43.67,TORONTO CITY,6158355,2023-07-03,2023,7,3,25.1,19.6,22.4,2.2,
-79.4,43.67,TORONTO CITY,6158355,2023-07-04,2023,7,4,32,19.1,25.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-05,2023,7,5,31.3,22.4,26.9,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-06,2023,7,6,30,22.2,26.1,1.1,
-79.4,43.67,TORONTO CITY,6158355,2023-07-07,2023,7,7,28.3,18.1,23.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-08,2023,7,8,25,15.7,20.3,0.2,
-79.4,43.67,TORONTO CITY,6158355,2023-07-09,2023,7,9,25.9,16.9,21.4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-10,2023,7,10,28.7,16.5,22.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-11,2023,7,11,30.3,18.6,24.4,1.8,
-79.4,43.67,TORONTO CITY,6158355,2023-07-12,2023,7,12,25.3,15.1,20.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-13,2023,7,13,25,16.9,20.9,34.1,
-79.4,43.67,TORONTO CITY,6158355,2023-07-14,2023,7,14,26.1,15.3,20.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-15,2023,7,15,24.4,19.8,22.1,8.8,
-79.4,43.67,TORONTO CITY,6158355,2023-07-16,2023,7,16,27.2,19.9,23.6,1.1,
-79.4,43.67,TORONTO CITY,6158355,2023-07-17,2023,7,17,27.1,19.2,23.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-18,2023,7,18,26.1,18,22,0.4,
-79.4,43.67,TORONTO CITY,6158355,2023-07-19,2023,7,19,25.1,16.6,20.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-20,2023,7,20,26.8,18.9,22.9,2.9,
-79.4,43.67,TORONTO CITY,6158355,2023-07-21,2023,7,21,26.3,18.8,22.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-22,2023,7,22,29,17.2,23.1,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-23,2023,7,23,27.3,17.5,22.4,1.2,
-79.4,43.67,TORONTO CITY,6158355,2023-07-24,2023,7,24,26.4,18.4,22.4,7.3,
-79.4,43.67,TORONTO CITY,6158355,2023-07-25,2023,7,25,26.5,18.7,22.6,2.5,
-79.4,43.67,TORONTO CITY,6158355,2023-07-26,2023,7,26,28.8,20.6,24.7,6.2,
-79.4,43.67,TORONTO CITY,6158355,2023-07-27,2023,7,27,30,20.8,25.4,14.3,
-79.4,43.67,TORONTO CITY,6158355,2023-07-28,2023,7,28,30,20.4,25.2,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-29,2023,7,29,25.2,16.6,20.9,12.8,
-79.4,43.67,TORONTO CITY,6158355,2023-07-30,2023,7,30,24.3,14.8,19.5,0,
-79.4,43.67,TORONTO CITY,6158355,2023-07-31,2023,7,31,25.2,15.9,20.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-01,2023,8,1,24,15.4,19.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-02,2023,8,2,24.4,16.3,20.3,0.1,
-79.4,43.67,TORONTO CITY,6158355,2023-08-03,2023,8,3,28.5,18.5,23.5,5.8,
-79.4,43.67,TORONTO CITY,6158355,2023-08-04,2023,8,4,27.5,17.8,22.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-05,2023,8,5,24.2,18.4,21.3,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-06,2023,8,6,24.2,16.1,20.1,3.8,
-79.4,43.67,TORONTO CITY,6158355,2023-08-07,2023,8,7,25.2,19.2,22.2,5.9,
-79.4,43.67,TORONTO CITY,6158355,2023-08-08,2023,8,8,25.3,17.5,21.4,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-09,2023,8,9,28.9,16.6,22.8,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-10,2023,8,10,25.9,19.4,22.6,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-11,2023,8,11,25.3,16,20.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-12,2023,8,12,29.5,19.8,24.6,1.7,
-79.4,43.67,TORONTO CITY,6158355,2023-08-13,2023,8,13,26,17.5,21.7,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-14,2023,8,14,23.9,16,20,0,
-79.4,43.67,TORONTO CITY,6158355,2023-08-15,2023,8,15,23.2,18.6,20.9,2.8,
